r_kpc,phi_mid,lap_phi,K_free_phi,V_eff,K_eff_phi
32.082040050062574,0.0009690898577871308,5.6498301011907284e-06,-5.6498301011907284e-06,0.002734481267155375,-2.9998720388815528e-06
32.332290362953685,0.0009467614524161187,5.434533126512731e-06,-5.434533126512731e-06,0.002673797904767199,-2.903084338728163e-06
32.582540675844804,0.0009251137586839763,5.229006697681722e-06,-5.229006697681722e-06,0.002614878920328462,-2.809946231193161e-06
32.83279098873592,0.0009041210325298475,5.032737399649332e-06,-5.032737399649332e-06,0.0025576616578086653,-2.72030170072936e-06
33.08304130162703,0.0008837586894589871,4.845242419856022e-06,-4.845242419856022e-06,0.0025020860582057425,-2.634002124142512e-06
33.333291614518146,0.0008640032440631893,4.6660675113649286e-06,-4.6660675113649286e-06,0.0024480945380251275,-2.550905888737844e-06
33.58354192740926,0.0008448322531196048,4.494785105481615e-06,-4.494785105481615e-06,0.0023956318740034218,-2.4708780317221625e-06
33.83379224030037,0.0008262242620314836,4.3309925619345545e-06,-4.3309925619345545e-06,0.0023446450937333945,-2.3937898996389417e-06
34.08404255319149,0.0008081587543916625,4.174310545672077e-06,-4.174310545672077e-06,0.0022950833718666944,-2.3195188266392726e-06
34.3342928660826,0.0007906161044654459,4.024381520206873e-06,-4.024381520206873e-06,0.0022468979315890328,-2.247947830402484e-06
34.58454317897371,0.0007735775324041357,3.880868348459134e-06,-3.880868348459134e-06,0.0022000419510800518,-2.1789653247570474e-06
34.83479349186483,0.0007570250620139452,3.743452992665412e-06,-3.743452992665412e-06,0.0021544704746865543,-2.1124648479586094e-06
35.08504380475594,0.0007409414809174281,3.611835305670816e-06,-3.611835305670816e-06,0.0021101403285531777,-2.0483448056890365e-06
35.33529411764705,0.0007253103029560032,3.4857319066712146e-06,-3.4857319066712146e-06,0.002067010040469244,-1.986508228005367e-06
35.58554443053817,0.0007101157326927476,3.3648751348632773e-06,-3.3648751348632773e-06,0.0020250397637042285,-1.9268625393285004e-06
35.83579474342928,0.000695342631884377,3.2490120751825542e-06,-3.2490120751825542e-06,0.0019841912046172612,-1.8693193408021553e-06
36.0860450563204,0.0006809764878003638,3.1379036506503836e-06,-3.1379036506503836e-06,0.0019444275538382206,-1.8137942042553794e-06
36.33629536921151,0.0006670033832755022,3.0313237763932697e-06,-3.0313237763932697e-06,0.0019057134208295347,-1.7602064771464393e-06
36.586545682102624,0.0006534099683899318,2.929058570711473e-06,-2.929058570711473e-06,0.0018680147716485548,-1.708479097816665e-06
36.836795994993736,0.0006401834336778041,2.830905619059557e-06,-2.830905619059557e-06,0.0018312988697405757,-1.6585384205387537e-06
37.08704630788485,0.0006273114847723814,2.736673286995629e-06,-2.736673286995629e-06,0.001795534219602155,-1.610314049737382e-06
37.337296620775966,0.0006147823184015075,2.646180078551326e-06,-2.646180078551326e-06,0.0017606905131634357,-1.5637386828811689e-06
37.58754693366708,0.0006025845996530755,2.559254036811346e-06,-2.559254036811346e-06,0.001726738578746616,-1.518747961631796e-06
37.8377972465582,0.0005907074404353966,2.47573218354818e-06,-2.47573218354818e-06,0.0016936503324657853,-1.4752803306647575e-06
38.08804755944931,0.0005791403790622881,2.3954599952402715e-06,-2.3954599952402715e-06,0.001661398731940824,-1.433276903850458e-06
38.33829787234042,0.0005678733608972241,2.3182909128248982e-06,-2.3182909128248982e-06,0.0016299577322051772,-1.3926813373171268e-06
38.58854818523154,0.0005568967199951572,2.244085882841659e-06,-2.244085882841659e-06,0.0015993022436939996,-1.353439709047575e-06
38.83879849812265,0.0005462011616845169,2.1727129277735494e-06,-2.1727129277735494e-06,0.0015694080922054564,-1.3155004046538477e-06
39.08904881101376,0.0005357777460355655,2.10404674350806e-06,-2.10404674350806e-06,0.001540251980733874,-1.2788140089436497e-06
39.33929912390488,0.0005256178721646935,2.0379683221323077e-06,-2.0379683221323077e-06,0.0015118114530790435,-1.2433332030506876e-06
39.58954943679599,0.0005157132633273957,1.974364598222437e-06,-1.974364598222437e-06,0.0014840648591412137,-1.20901266672521e-06
39.8397997496871,0.0005060559527556231,1.9131281171162737e-06,-1.9131281171162737e-06,0.0014569913218162654,-1.1758089855978688e-06
40.09005006257821,0.0004966382701979575,1.8541567236016058e-06,-1.8541567236016058e-06,0.0014305707054102445,-1.14368056307079e-06
